width,asset,seed,state,n,params_L,params_N,MSE_L,MSE_N,MSPE_L,MSPE_N,P95_L,P95_N,dMSE,ci_lo,ci_hi,sig,winN
128,BTCUSD,2023,rv_rel_hi,362,9240,52376,0.2840350270271301,0.45037972927093506,0.011940882229650908,0.01892905930595952,0.911015510559082,1.30747652053833,0.16634467244148254,0.1395893692970276,0.19289584457874298,sig,0.2430939226519337
128,BTCUSD,2023,rv_rel_lo,325,9240,52376,0.25373750925064087,0.5870332717895508,0.009621764833683245,0.017501797464529387,1.0280801057815552,1.8215323686599731,0.3332957625389099,0.28819847106933594,0.37773436307907104,sig,0.24615384615384617
128,BTCUSD,2023,structure_strong,284,9240,52376,0.2692185938358307,0.46177399158477783,0.013559517912364488,0.020865501424464177,0.9910696148872375,1.3421555757522583,0.19255533814430237,0.15915000438690186,0.22704613208770752,sig,0.33098591549295775
128,BTCUSD,2023,structure_weak,423,9240,52376,0.2583966851234436,0.5275887846946716,0.008677833417365746,0.015810918212505975,0.8684771060943604,1.6923469305038452,0.2691921293735504,0.23167894780635834,0.30430683493614197,sig,0.1938534278959811
128,BTCUSD,2023,kmeans_0,116,9240,52376,0.27730777859687805,0.47183850407600403,0.010191915183824231,0.014998864504524761,0.9786028265953064,1.6189888715744019,0.1945306807756424,0.13702620565891266,0.2572472393512726,sig,0.4396551724137931
128,BTCUSD,2023,kmeans_2,591,9240,52376,0.2598852515220642,0.5069045424461365,0.010726505010716775,0.018399242852644642,0.9257160425186157,1.4729849100112915,0.24701935052871704,0.21915599703788757,0.27580833435058594,sig,0.21150592216582065
23,ETHUSD,2021,acf1_hi,390,9240,9431,0.16935068368911743,0.18928265571594238,0.020028417714699265,0.02127335399108316,0.5731432437896729,0.7160051465034485,0.019931990653276443,0.0134333660826087,0.02665269747376442,sig,0.45897435897435895
23,ETHUSD,2021,acf1_lo,182,9240,9431,0.12803055346012115,0.14051571488380432,0.02886055041402326,0.030860282566592134,0.37490302324295044,0.4622437059879303,0.012485163286328316,0.0063325101509690285,0.018821120262145996,sig,0.42857142857142855
23,ETHUSD,2021,sign_persistence_hi,124,9240,9431,0.13841333985328674,0.19023720920085907,0.011874149710161134,0.015560368422299409,0.41450896859169006,0.6855713129043579,0.05182389169931412,0.03537357598543167,0.06918295472860336,sig,0.3467741935483871
23,ETHUSD,2021,sign_persistence_lo,448,9240,9431,0.16112740337848663,0.1692068874835968,0.025873456517912872,0.02674931651624347,0.4495960772037506,0.50253826379776,0.008079495280981064,0.004168998450040817,0.012034513056278229,sig,0.47767857142857145
23,ETHUSD,2021,jump_ratio_hi,285,9240,9431,0.16247819364070892,0.1708478480577469,0.02608522658956677,0.027565678808467005,0.5160109996795654,0.5313675999641418,0.008369643241167068,0.004097402095794678,0.012494497001171112,sig,0.4105263157894737
23,ETHUSD,2021,jump_ratio_lo,287,9240,9431,0.14997225999832153,0.17666365206241608,0.019614681205778462,0.021104393809160644,0.3800998032093048,0.5789595246315002,0.026691386476159096,0.018150093033909798,0.03599543124437332,sig,0.4878048780487805
23,ETHUSD,2021,rv_rel_hi,364,9240,9431,0.14414040744304657,0.1462337076663971,0.025740792369637253,0.026242530565976155,0.43501707911491394,0.48363521695137024,0.0020932939369231462,-0.00145529315341264,0.005811743903905153,ns,0.49175824175824173
23,ETHUSD,2021,rv_rel_lo,188,9240,9431,0.17630885541439056,0.22056911885738373,0.01780184194883566,0.020881416333262584,0.5421739816665649,0.8089158535003662,0.04426026716828346,0.03260521590709686,0.05655941367149353,sig,0.39893617021276595
23,ETHUSD,2021,structure_strong,278,9240,9431,0.15492531657218933,0.19351233541965485,0.022546080426753348,0.02603535448623954,0.38882574439048767,0.5813958644866943,0.03858701512217522,0.03000478632748127,0.04766775667667389,sig,0.35611510791366907
23,ETHUSD,2021,structure_weak,294,9240,9431,0.1574118584394455,0.15509413182735443,0.023115281379073187,0.022705275294107513,0.49041491746902466,0.5289599895477295,-0.002317735692486167,-0.005824040621519089,0.0011202434543520212,ns,0.5374149659863946
