asset,seed,state,n,MSE_L,MSE_N,dMSE,ci_lo,ci_hi,sig,win_rate_N,MSPE_L_price,MSPE_N_price,P95_sqerr_L,P95_sqerr_N,params_L,params_N
ETHUSD,2021,sign_persistence_hi,124,0.13841333985328674,0.19023720920085907,0.05182389169931412,0.03537357598543167,0.06918295472860336,sig,0.3467741935483871,0.011874149710161134,0.015560368422299409,0.41450896859169006,0.6855713129043579,9240,9431
ETHUSD,2021,sign_persistence_lo,448,0.16112740337848663,0.1692068874835968,0.008079495280981064,0.004168998450040817,0.012034513056278229,sig,0.47767857142857145,0.025873456517912872,0.02674931651624347,0.4495960772037506,0.50253826379776,9240,9431
ETHUSD,2021,jump_ratio_hi,285,0.16247819364070892,0.1708478480577469,0.008369643241167068,0.004097402095794678,0.012494497001171112,sig,0.4105263157894737,0.02608522658956677,0.027565678808467005,0.5160109996795654,0.5313675999641418,9240,9431
ETHUSD,2021,jump_ratio_lo,287,0.14997225999832153,0.17666365206241608,0.026691386476159096,0.018150093033909798,0.03599543124437332,sig,0.4878048780487805,0.019614681205778462,0.021104393809160644,0.3800998032093048,0.5789595246315002,9240,9431
ETHUSD,2021,rv_rel_hi,364,0.14414040744304657,0.1462337076663971,0.0020932939369231462,-0.00145529315341264,0.005811743903905153,ns,0.49175824175824173,0.025740792369637253,0.026242530565976155,0.43501707911491394,0.48363521695137024,9240,9431
ETHUSD,2021,rv_rel_lo,188,0.17630885541439056,0.22056911885738373,0.04426026716828346,0.03260521590709686,0.05655941367149353,sig,0.39893617021276595,0.01780184194883566,0.020881416333262584,0.5421739816665649,0.8089158535003662,9240,9431
ETHUSD,2021,structure_strong,278,0.15492531657218933,0.19351233541965485,0.03858701512217522,0.03000478632748127,0.04766775667667389,sig,0.35611510791366907,0.022546080426753348,0.02603535448623954,0.38882574439048767,0.5813958644866943,9240,9431
ETHUSD,2021,structure_weak,294,0.1574118584394455,0.15509413182735443,-0.002317735692486167,-0.005824040621519089,0.0011202434543520212,ns,0.5374149659863946,0.023115281379073187,0.022705275294107513,0.49041491746902466,0.5289599895477295,9240,9431
ETHUSD,2021,kmeans_0,180,0.17211921513080597,0.21649596095085144,0.04437674582004547,0.0341695137321949,0.05544360727071762,sig,0.31666666666666665,0.019879792908108766,0.024799734878815517,0.433313250541687,0.5493530035018921,9240,9431
ETHUSD,2021,kmeans_1,392,0.14889508485794067,0.15414497256278992,0.005249901674687862,0.0005521466955542564,0.010204378515481949,sig,0.5102040816326531,0.024197296838330027,0.024105171442488284,0.4608232378959656,0.5715949535369873,9240,9431
